gene_id	transcript_id(s)	Control-1A	Control-2A	Control-3A	NB29-1A	NB29-2A	NB29-3A
MSTRG.3605	transcript11061	389.00	301.00	221.00	36.00	30.00	22.00
MSTRG.3606	transcript11064	247.00	157.00	254.00	328.00	333.00	429.00
MSTRG.3607	transcript11067	873.00	573.00	1010.00	1467.00	1179.00	1261.00
MSTRG.3608	transcript11068	29.00	20.00	41.00	57.00	54.00	58.00
MSTRG.3609	transcript11070,transcript11072,transcript11073,transcript11074	880.00	635.00	1080.00	243.00	210.00	249.00
MSTRG.361	transcript1665	121.00	98.00	138.00	49.00	25.00	33.00
MSTRG.3610	transcript11075,transcript11076	66.00	54.00	86.00	45.00	41.00	68.00
MSTRG.3611	transcript11080	405.00	360.00	549.00	463.00	500.00	640.00
MSTRG.3612	transcript11083,transcript11084	1743.00	1880.00	2657.00	945.00	757.00	878.00
MSTRG.3613	transcript11086	1696.00	1520.00	2033.00	2340.00	2211.00	2498.00
MSTRG.3614	transcript11088	5851.00	4447.00	5448.00	5648.00	5335.00	6198.00
MSTRG.3615	transcript11090,transcript11091	780.00	666.00	974.00	623.00	584.00	744.00
MSTRG.3616	transcript11093	254.00	130.00	279.00	58.00	47.00	52.00
MSTRG.3617	transcript11095	30.00	23.00	50.00	12.00	6.00	11.00
MSTRG.3618	transcript11096	448.00	313.00	491.00	171.00	118.00	137.00
MSTRG.3619	transcript11097	464.00	340.00	560.00	375.00	325.00	348.00
MSTRG.362	transcript1681	3559.00	1401.00	1664.00	165.00	135.00	97.00
MSTRG.3620	transcript11100	674.00	636.00	895.00	1105.00	916.00	1134.00
MSTRG.3621	transcript11103,transcript11104	796.00	694.00	1088.00	903.00	793.00	1001.00
MSTRG.3622	transcript11111	616.00	473.00	761.00	905.00	851.00	1033.00
MSTRG.3623	transcript11122	956.00	686.00	1022.00	826.00	749.00	907.00
MSTRG.3625	transcript11126	1860.00	675.00	1018.00	2234.00	1654.00	1573.00
MSTRG.3626	transcript11131	180.00	118.00	250.00	60.00	55.00	64.00
MSTRG.3627	transcript11135,transcript11136	881.00	592.00	672.00	365.00	388.00	425.00
MSTRG.3628	transcript11137	588.00	565.00	714.00	437.00	395.00	444.00
MSTRG.3629	transcript11138	1161.00	895.00	1097.00	1660.00	1677.00	1958.00
MSTRG.363	transcript1682	149.00	58.00	90.00	80.00	55.00	62.00
MSTRG.3630	transcript11140	455.00	399.00	518.00	225.00	183.00	222.00
MSTRG.3631	transcript11142	489.00	263.00	310.00	63.00	56.00	56.00
MSTRG.3632	transcript11146,transcript11147	403.00	390.00	535.00	575.00	466.00	634.00
MSTRG.3633	transcript11149	64.00	32.00	67.00	35.00	37.00	33.00
MSTRG.3634	transcript11152	239.00	180.00	344.00	539.00	419.00	531.00
MSTRG.3635	transcript11154,transcript11155	412.00	253.00	432.00	441.00	437.00	444.00
MSTRG.3636	transcript11157	520.00	356.00	629.00	281.00	255.00	296.00
MSTRG.3637	transcript11160,transcript11161	386.00	162.00	313.00	585.00	388.00	463.00
MSTRG.3638	transcript11163	977.00	866.00	1258.00	832.00	852.00	991.00
MSTRG.3639	transcript11166,transcript11167	54.00	37.00	46.00	37.00	34.00	42.00
MSTRG.364	transcript1683,transcript1684	176.00	132.00	362.00	295.00	167.00	328.00
MSTRG.3640	transcript11172	930.00	717.00	1143.00	386.00	315.00	353.00
MSTRG.3641	transcript11174	108.00	137.00	163.00	7.00	2.00	7.00
MSTRG.3642	transcript11176	1.00	1.00	3.00	0.00	0.00	0.00
MSTRG.3643	transcript11177,transcript11178	860.00	896.00	1248.00	1335.00	1370.00	1625.00
MSTRG.3644	transcript11181	442.00	374.00	561.00	256.00	162.00	197.43
MSTRG.3645	transcript11182,transcript11183	1421.00	1127.00	1736.00	1057.00	888.00	1116.00
MSTRG.3646	transcript11184	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.3648	transcript11190	111.00	79.00	177.00	65.00	54.00	48.00
MSTRG.3649	transcript11192,transcript11193	184.00	200.00	312.00	163.00	184.00	205.00
MSTRG.365	transcript1687	3.00	2.00	3.00	1.00	0.00	0.00
MSTRG.3650	transcript11194	2.00	2.00	0.00	0.00	2.00	0.00
MSTRG.3651	transcript11195	42.00	48.00	73.00	14.00	17.00	35.00
MSTRG.3652	transcript11198	8.00	12.00	14.00	6.00	9.00	8.00
MSTRG.3653	transcript11201	799.00	765.00	943.00	302.00	311.00	404.00
MSTRG.3654	transcript11207	465.00	336.00	573.00	653.00	545.00	688.00
MSTRG.3655	transcript11208,transcript11209,transcript11210	410.00	329.00	567.00	401.00	368.00	528.00
MSTRG.3656	transcript11213,transcript11214	203.00	218.00	279.00	362.00	341.00	395.00
MSTRG.3657	transcript11220,transcript11221	53.00	54.00	67.00	57.00	62.00	64.00
MSTRG.3658	transcript11222	0.00	1.47	9.60	0.00	3.20	1.58
MSTRG.3659	transcript11225,transcript11226	237.00	236.00	430.00	230.00	195.00	249.00
MSTRG.366	transcript1691	313.00	229.00	321.00	406.00	418.00	462.00
MSTRG.3660	transcript11230	30.00	33.00	46.00	35.00	28.00	25.00
MSTRG.3661	transcript11231	86.00	84.00	124.00	109.00	118.00	140.00
MSTRG.3662	transcript11233	600.00	455.00	615.00	514.00	456.00	568.00
MSTRG.3663	transcript11235	23.00	24.00	42.00	62.00	42.00	82.00
MSTRG.3664	transcript11237	361.00	333.00	477.00	221.00	185.00	240.00
MSTRG.3665	transcript11241	8.00	20.00	30.00	7.00	1.00	6.00
MSTRG.3666	transcript11243	292.00	292.00	380.00	123.00	96.00	133.00
MSTRG.3667	transcript11247	3050.00	2365.00	3665.00	2773.00	2290.00	2932.00
MSTRG.3668	transcript11249	28.00	22.00	36.00	1.00	6.00	5.00
MSTRG.3669	transcript11250	2.00	1.00	6.00	0.00	0.00	0.00
MSTRG.367	transcript1692	11.00	12.00	18.00	27.00	26.00	35.00
MSTRG.3670	transcript11252	228.00	277.00	180.00	255.00	71.00	313.00
MSTRG.3671	transcript11257	327.00	257.00	409.00	321.00	363.00	434.00
MSTRG.3672	transcript11259,transcript11260	187.00	106.00	219.00	140.00	94.00	127.00
MSTRG.3673	transcript11263	1766.00	1563.00	2547.00	2074.00	1946.00	2538.00
MSTRG.3674	transcript11268	289.00	195.00	238.00	49.00	35.00	41.00
MSTRG.3675	transcript11269	691.00	777.00	1265.00	874.00	685.00	798.00
MSTRG.3676	transcript11272	1454.00	1294.00	1738.00	1263.00	1212.00	1411.00
MSTRG.3677	transcript11273	1230.00	1028.00	1461.00	590.00	648.00	668.00
MSTRG.3678	transcript11279,transcript11280	723.00	510.00	657.00	538.00	441.00	546.00
MSTRG.3679	transcript11282	3.00	3.00	2.00	3.00	0.00	1.00
MSTRG.368	transcript1694	12.00	10.00	2.00	205.00	181.00	164.00
MSTRG.3680	transcript11283	3407.00	2797.00	3351.00	6771.00	7258.00	8703.00
MSTRG.3681	transcript11285	62.00	41.00	81.00	22.00	27.00	23.00
MSTRG.3682	transcript11287	1167.00	309.00	296.00	83.00	64.00	48.00
MSTRG.3683	transcript11292	268.00	264.00	240.00	27.00	31.00	40.00
MSTRG.3684	transcript11294	2.00	4.00	1.00	0.00	0.00	0.00
MSTRG.3685	transcript11296	21.00	24.00	50.00	17.00	22.00	18.00
MSTRG.3686	transcript11298	4228.00	2559.00	3204.00	283.00	236.00	184.00
MSTRG.3687	transcript11299,transcript11300	336.00	137.00	225.00	389.00	345.00	298.00
MSTRG.3688	transcript11301,transcript11302	2102.00	1407.00	2024.00	262.00	248.00	243.00
MSTRG.3689	transcript11307	449.00	270.00	426.00	176.00	194.00	200.00
MSTRG.369	transcript1696,transcript1697	46.00	25.00	71.00	83.00	87.00	129.00
MSTRG.3690	transcript11308	27.00	12.00	19.00	16.00	15.00	24.00
MSTRG.3691	transcript11311,transcript11312,transcript11313	283.00	161.00	269.00	436.00	377.00	488.00
MSTRG.3692	transcript11314,transcript11315,transcript11316	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.3693	transcript11317	0.00	1.00	0.00	0.00	0.00	1.00
MSTRG.3694	transcript11318,transcript11319	261.00	198.00	307.00	136.00	87.00	108.00
MSTRG.3695	transcript11321	520.00	407.00	599.00	208.00	170.00	211.00
MSTRG.3696	transcript11323	44.00	37.00	51.00	51.00	47.00	39.00
MSTRG.3697	transcript11324	1908.00	723.00	1153.00	2383.00	1810.00	1721.00
MSTRG.3698	transcript11325	0.00	5.00	3.00	7.00	2.00	8.00
MSTRG.3699	transcript11327	2087.00	1231.00	1518.00	586.00	458.00	614.00
MSTRG.37	transcript271	10260.00	10278.00	11042.00	18977.00	16000.00	15239.00
MSTRG.370	transcript1703	48.00	18.00	51.00	17.00	11.00	10.00
MSTRG.3700	transcript11328	8.00	4.00	8.00	5.00	11.00	5.00
MSTRG.3701	transcript11337,transcript11338	729.00	615.00	738.00	1023.00	1174.00	1165.00
MSTRG.3702	transcript11339	68.00	69.00	87.00	35.00	37.00	27.00
MSTRG.3703	transcript11341	91156.00	144309.00	63642.00	4639.00	5602.00	1936.00
MSTRG.3704	transcript11347	1353.00	1417.00	1849.00	1080.00	809.00	1145.00
MSTRG.3705	transcript11348	14.00	13.00	20.00	18.00	5.00	20.00
MSTRG.3706	transcript11350,transcript11351	3691.00	2003.00	2881.00	1361.00	987.00	1117.00
MSTRG.3708	transcript11353	587.00	366.00	431.00	1421.00	1321.00	1445.00
MSTRG.3709	transcript11354	0.00	1.00	2.00	13.00	10.00	18.00
MSTRG.371	transcript1707	63.00	49.00	97.00	22.00	17.00	32.00
MSTRG.3710	transcript11355	118.00	108.00	116.00	36.00	28.00	18.00
MSTRG.3711	transcript11359,transcript11360	502.00	432.00	566.00	523.00	459.00	593.00
MSTRG.3712	transcript11363	146.00	82.00	198.00	83.00	73.00	70.00
MSTRG.3713	transcript11366	68.00	64.00	114.00	28.00	20.00	22.00
MSTRG.3714	transcript11369	121.00	114.00	153.00	56.00	64.00	82.00
MSTRG.3715	transcript11372	18.00	23.14	4.00	21.00	22.00	12.00
MSTRG.3716	transcript11373,transcript11374	2289.00	1697.00	2435.00	1333.00	1191.00	1269.00
MSTRG.3717	transcript11375,transcript11376	2.00	17.00	36.00	0.00	0.00	0.00
MSTRG.3718	transcript11377	1.00	3.00	0.00	0.00	0.00	4.00
MSTRG.3719	transcript11378	284.00	190.00	315.00	288.00	253.00	390.00
MSTRG.372	transcript1708	82.00	59.00	87.00	20.00	20.00	25.00
MSTRG.3720	transcript11383	3675.00	2871.00	4655.00	5304.00	4232.00	5248.00
MSTRG.3721	transcript11387	53.00	61.00	65.00	17.00	19.00	31.00
MSTRG.3722	transcript11394	75.00	82.00	107.00	42.00	38.00	45.00
MSTRG.3723	transcript11396,transcript11397,transcript11398	829.00	1183.00	1117.00	95.00	105.00	96.00
MSTRG.3724	transcript11402	53.51	39.96	49.02	20.68	12.42	22.44
MSTRG.3726	transcript11408	937.00	934.00	1515.00	599.00	365.00	512.00
MSTRG.3727	transcript11411	14839.00	12277.00	13022.00	6594.00	6329.00	5416.00
MSTRG.3728	transcript11415	7.00	2.00	3.00	2.00	1.00	0.00
MSTRG.3729	transcript11419,transcript11420,transcript11421	1666.00	1450.00	1964.00	1498.00	1204.00	1427.00
MSTRG.373	transcript1712	374.00	520.00	695.00	38.00	31.00	30.00
MSTRG.3730	transcript11422	769.00	633.00	924.00	113.00	95.00	151.00
MSTRG.3731	transcript11423	6.00	1.00	11.00	22.00	28.00	29.00
MSTRG.3732	transcript11424	68.00	50.00	96.00	149.00	108.00	165.00
MSTRG.3733	transcript11425	1801.00	1493.00	1003.00	749.00	734.00	536.00
MSTRG.3734	transcript11426	23.00	13.00	16.00	12.00	5.00	3.00
MSTRG.3735	transcript11428	237.00	88.00	155.00	83.00	70.00	61.00
MSTRG.3736	transcript11429	7297.00	3118.00	2439.00	405.00	345.00	243.00
MSTRG.3737	transcript11430	19.00	9.00	13.00	31.00	19.00	37.00
MSTRG.3738	transcript11431,transcript11432	1198.00	1228.00	1505.00	238.00	185.00	371.00
MSTRG.3739	transcript11439	48.00	70.00	73.00	25.00	23.00	26.00
MSTRG.374	transcript1714,transcript1715	272.00	244.00	338.00	24.00	24.00	12.00
MSTRG.3740	transcript11441	1968.00	1413.00	2620.00	2519.00	2264.00	3324.00
MSTRG.3741	transcript11444	167.00	164.00	210.00	15.00	8.00	8.00
MSTRG.3743	transcript11447	0.00	0.00	0.00	0.00	1.00	0.00
MSTRG.3744	transcript11448	534.00	467.00	728.00	416.00	283.00	362.00
MSTRG.3745	transcript11450	58.00	97.00	44.00	0.00	0.00	2.00
MSTRG.3746	transcript11455	78.00	55.00	51.00	62.00	115.00	53.00
MSTRG.3747	transcript11458	2.00	2.00	1.00	8.00	16.00	7.00
MSTRG.3748	transcript11459	79.00	46.00	136.00	396.00	467.00	689.00
MSTRG.3749	transcript11462	14.00	15.00	15.00	1.00	3.00	1.00
MSTRG.375	transcript1717	105.00	114.00	115.00	9.00	8.00	24.00
MSTRG.3750	transcript11463,transcript11464,transcript11465	33915.00	35435.00	44504.00	2790.00	2998.00	2369.00
MSTRG.3751	transcript11466	3.00	0.00	1.00	7.00	8.00	11.00
MSTRG.3752	transcript11467	2622.00	1986.00	3569.00	3775.00	4088.00	4248.00
MSTRG.3753	transcript11471,transcript11472	334.00	251.00	347.00	180.00	179.00	218.00
MSTRG.3754	transcript11476,transcript11477	370.00	281.00	468.00	269.00	294.00	343.00
MSTRG.3755	transcript11479	235.00	450.00	246.00	180.00	205.00	245.00
MSTRG.3756	transcript11487	2843.00	3109.00	3152.00	6378.00	7024.00	8471.00
MSTRG.3757	transcript11488	1194.00	899.00	1443.00	913.00	805.00	892.00
MSTRG.3758	transcript11489,transcript11490	3875.00	1382.00	4863.00	3294.00	3010.00	4182.00
MSTRG.3759	transcript11493	101.00	50.00	79.00	66.00	74.00	55.00
MSTRG.376	transcript1719	95.00	47.00	48.00	47.00	41.00	37.00
MSTRG.3760	transcript11497	11279.00	28379.00	16875.00	299.00	375.00	122.00
MSTRG.3761	transcript11498	644.00	465.00	922.00	776.00	618.00	764.00
MSTRG.3762	transcript11501	108.00	70.00	120.00	722.00	663.00	656.00
MSTRG.3763	transcript11502,transcript11503	439.00	339.00	579.00	490.00	403.00	549.00
MSTRG.3764	transcript11504	65.00	88.00	131.00	61.00	64.00	111.00
MSTRG.3765	transcript11506	132.00	98.00	76.00	7.00	1.00	7.00
MSTRG.3766	transcript11508	6671.00	1154.00	4992.00	449.00	399.00	190.00
MSTRG.3767	transcript11510	292.00	229.00	286.00	94.00	102.00	121.00
MSTRG.3768	transcript11512	229.00	171.00	255.00	131.00	99.00	162.00
MSTRG.3769	transcript11513,transcript11514	2046.00	1344.00	1276.00	361.00	385.00	352.00
MSTRG.377	transcript1724,transcript1725	2809.00	1956.00	4473.00	974.00	715.00	1120.00
MSTRG.3770	transcript11517,transcript11518	2260.00	1782.00	2730.00	385.00	202.00	672.00
MSTRG.3771	transcript11519,transcript11521	23851.00	14287.00	21553.00	1573.00	1426.00	1290.00
MSTRG.3772	transcript11522	26532.00	22453.00	33107.00	3506.00	2672.00	2705.00
MSTRG.3773	transcript11524	383.00	445.00	637.00	557.00	526.00	771.00
MSTRG.3774	transcript11528	67889.00	109728.00	53107.00	5730.00	6639.00	2368.00
MSTRG.3775	transcript11532,transcript11533	624.00	541.00	850.00	561.00	549.00	576.00
MSTRG.3776	transcript11535	2063.00	1352.00	2164.00	2039.00	1633.00	1847.00
MSTRG.3777	transcript11536	175.00	172.00	232.00	57.00	45.00	56.00
MSTRG.3778	transcript11538,transcript11539,transcript11540	672.00	680.00	702.00	93.00	136.00	62.00
MSTRG.3779	transcript11543	3235.00	2107.00	3258.00	1525.00	1425.00	1774.00
MSTRG.378	transcript1732	563.00	204.00	374.00	408.00	286.00	277.00
MSTRG.3780	transcript11544	1595.00	1009.00	1231.00	203.00	210.00	145.00
MSTRG.3781	transcript11545	341.00	282.00	376.00	590.00	656.00	962.00
MSTRG.3782	transcript11546	497.00	488.00	428.00	124.00	85.00	94.00
MSTRG.3783	transcript11547	1939.00	1292.00	666.00	1400.00	1506.00	1122.00
MSTRG.3784	transcript11555,transcript11556,transcript11557	135.00	103.00	182.00	388.00	401.00	358.00
MSTRG.3785	transcript11561,transcript11562	122.00	63.00	107.00	103.00	115.00	104.00
MSTRG.3786	transcript11566	298.00	260.00	386.00	133.00	131.00	164.00
MSTRG.3787	transcript11569	9.00	10.00	7.00	8.00	6.00	0.00
MSTRG.3788	transcript11571	3.00	7.00	3.00	35.00	50.00	45.00
MSTRG.3789	transcript11572	1.00	1.00	1.00	12.00	11.00	31.00
MSTRG.379	transcript1733	2314.00	1273.00	2060.00	2027.00	1662.00	1958.00
MSTRG.3790	transcript11575	1530.00	1041.00	1912.00	2306.00	2095.00	2574.00
MSTRG.3791	transcript11577	191.00	134.00	172.00	69.00	61.00	49.00
MSTRG.3792	transcript11581	16.00	4.00	17.00	65.00	125.00	11.00
MSTRG.3793	transcript11582	8.00	1.00	3.00	14.00	10.00	3.00
MSTRG.3794	transcript11586	90.19	102.77	142.03	88.91	63.29	99.14
MSTRG.3795	transcript11590	25.24	32.90	27.00	16.00	13.00	9.55
MSTRG.3796	transcript11591	19559.50	17703.98	22435.01	13226.17	12883.24	11765.28
MSTRG.3797	transcript11592	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.3798	transcript11593,transcript11594,transcript11595	4.52	4.22	1.00	0.00	2.00	1.25
MSTRG.3799	transcript11596	2177.07	1498.84	2804.53	1658.52	1345.78	1537.02
MSTRG.38	transcript273	1.00	0.00	22.00	0.00	0.00	0.00
MSTRG.380	transcript1734	18.00	6.00	23.00	1377.00	1530.00	2171.00
MSTRG.3800	transcript11599	6.00	1.18	1.16	1.11	2.89	1.09
MSTRG.3801	transcript11600	974.29	769.41	1237.99	595.81	512.08	474.71
MSTRG.3802	transcript11601	589.96	504.32	628.73	250.97	212.13	238.13
MSTRG.3803	transcript11602	112.12	156.00	196.57	53.52	37.82	46.86
MSTRG.3804	transcript11603	28.21	20.93	27.28	3.68	12.00	12.53
MSTRG.3805	transcript11604,transcript11605	91.86	59.60	98.76	44.41	49.72	58.48
MSTRG.3806	transcript11606	0.00	1.00	0.00	0.00	0.00	0.00
MSTRG.3807	transcript11607,transcript11608,transcript11609,transcript11610,transcript11611	124.00	119.00	139.00	35.00	25.00	22.00
MSTRG.3808	transcript11612	16.00	12.00	14.00	3.00	7.00	3.00
MSTRG.3809	transcript11613	1.00	1.00	5.00	1.00	1.00	1.00
MSTRG.381	transcript1735	113.00	35.00	77.00	653.00	585.00	847.00
MSTRG.3810	transcript11617,transcript11618	106.83	83.44	108.00	35.00	16.00	21.00
MSTRG.3811	transcript11620	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.3812	transcript11622,transcript11623,transcript11624	28300.02	25179.18	39663.72	20726.26	16673.22	18014.04
MSTRG.3813	transcript11625	1.00	7.00	3.00	4.00	6.00	4.00
MSTRG.3814	transcript11626	129.85	156.70	221.88	124.11	85.01	107.68
MSTRG.3815	transcript11627	289.00	197.00	351.00	89.00	52.00	72.00
MSTRG.3816	transcript11630	522.00	410.00	752.00	382.00	340.00	450.00
MSTRG.3817	transcript11634	140.00	140.00	250.00	91.00	87.00	121.00
MSTRG.3818	transcript11635	280.00	215.00	259.00	176.00	168.00	225.00
MSTRG.3819	transcript11639	10.00	20.00	9.00	26.00	15.00	26.00
MSTRG.382	transcript1736	38.00	25.00	25.00	137.00	153.00	202.00
MSTRG.3820	transcript11640	2362.00	1694.00	873.00	1205.00	1597.00	1045.00
MSTRG.3821	transcript11642	666.00	450.00	1059.00	1998.00	2077.00	1874.00
MSTRG.3822	transcript11648	72.00	116.00	153.00	281.00	221.00	450.00
MSTRG.3823	transcript11652	55.00	50.00	49.00	10.00	9.00	14.00
MSTRG.3824	transcript11653	384.00	284.00	422.00	637.00	495.00	676.00
MSTRG.3825	transcript11656	88.00	83.00	113.00	39.00	33.00	37.00
MSTRG.3826	transcript11657,transcript11658	458.00	383.00	471.00	32.00	38.00	55.00
MSTRG.3827	transcript11664	68.00	42.00	96.00	6.00	17.00	18.00
MSTRG.3829	transcript11667	351.00	308.00	340.00	247.00	193.00	226.00
MSTRG.383	transcript1737	6.00	0.00	4.00	221.00	220.00	279.00
MSTRG.3830	transcript11668	25.00	20.00	44.00	11.00	10.00	24.00
MSTRG.3831	transcript11671,transcript11672	6227.00	4670.00	6885.00	4370.00	4132.00	4452.00
MSTRG.3832	transcript11675	1041.00	669.00	890.00	446.00	382.00	492.00
MSTRG.3833	transcript11676	58.00	41.00	60.00	35.00	25.00	34.00
MSTRG.3834	transcript11677,transcript11678	2436.00	1548.00	1947.00	370.00	284.00	278.00
MSTRG.3835	transcript11679	5.00	3.00	18.00	29.00	30.00	133.00
MSTRG.3836	transcript11684	241.00	110.00	142.00	31.00	26.00	10.00
MSTRG.3837	transcript11685	84.00	76.00	85.00	95.00	103.00	142.00
MSTRG.3838	transcript11687	1758.00	1682.00	2220.00	1491.00	1401.00	1646.00
MSTRG.3839	transcript11689	6149.00	4517.00	9144.00	5789.00	5651.00	7744.00
MSTRG.384	transcript1738	0.00	0.00	0.00	99.00	113.00	118.00
MSTRG.3840	transcript11690	14.00	19.00	32.00	23.00	15.00	30.00
MSTRG.3841	transcript11691	1612.00	1391.00	1886.00	1627.00	1515.00	1807.00
MSTRG.3842	transcript11694	1871.00	2071.00	2003.00	56.00	95.00	35.00
MSTRG.3843	transcript11695,transcript11696	28.00	27.00	33.00	15.00	22.00	13.00
MSTRG.3844	transcript11700	8.00	23.00	15.00	45.00	19.00	29.00
MSTRG.3845	transcript11703	379.33	304.74	485.29	382.94	299.95	393.87
MSTRG.3846	transcript11704	302.00	229.00	526.00	377.00	349.00	468.00
MSTRG.3847	transcript11705,transcript11706	42.00	18.00	49.00	1353.00	1419.00	1574.00
MSTRG.3848	transcript11707	1699.00	1300.00	1839.00	4331.00	3821.00	4811.00
MSTRG.3849	transcript11711	62.00	54.00	85.00	55.00	36.00	70.00
MSTRG.385	transcript1744	52.49	76.02	127.04	81.36	82.04	65.63
MSTRG.3850	transcript11712	1.00	0.00	3.00	733.00	700.00	618.00
MSTRG.3851	transcript11714	90211.00	79560.00	81754.00	11480.00	11591.00	8338.00
MSTRG.3852	transcript11715	2.00	8.00	1.00	0.00	0.00	0.00
MSTRG.3853	transcript11724	4.00	1.00	4.00	0.00	0.00	1.00
MSTRG.3854	transcript11725,transcript11726	1183.00	554.00	900.00	851.00	504.00	722.00
MSTRG.3855	transcript11729	2277.00	854.00	1472.00	2608.00	1888.00	1950.00
MSTRG.3856	transcript11733	3376.00	2516.00	3132.00	2142.00	1795.00	2248.00
MSTRG.3857	transcript11734	854.00	798.00	1258.00	1064.00	908.00	1160.00
MSTRG.3858	transcript11735,transcript11736	274.50	216.05	319.25	89.78	106.46	110.90
MSTRG.3859	transcript11740	462.00	424.00	646.00	409.00	355.00	482.00
MSTRG.386	transcript1749	84.00	100.00	103.27	33.00	23.97	38.53
MSTRG.3860	transcript11743	55.00	80.00	77.00	103.00	90.00	184.00
MSTRG.3861	transcript11746	660.00	324.00	643.00	651.00	492.00	520.00
MSTRG.3862	transcript11747	4329.00	2922.00	5350.00	18381.00	20757.00	22830.00
MSTRG.3863	transcript11748,transcript11749	4152.00	2817.00	4348.00	2417.00	1968.00	2431.00
MSTRG.3864	transcript11750	5.00	7.00	6.00	64.00	70.00	92.00
MSTRG.3865	transcript11760,transcript11761	53.39	25.34	47.61	32.35	4.36	17.72
MSTRG.3866	transcript11765,transcript11766	108.00	81.00	125.00	3.00	4.00	5.00
MSTRG.3867	transcript11772	639.00	461.00	689.00	613.00	554.00	746.00
MSTRG.3868	transcript11775	839.00	681.00	1555.00	1102.00	862.00	1221.00
MSTRG.3869	transcript11776	974.00	377.00	775.00	614.00	410.00	487.00
MSTRG.387	transcript1752	22.00	26.00	30.00	510.00	578.00	518.00
MSTRG.3870	transcript11777,transcript11778	1192.00	797.00	1290.00	1172.00	1152.00	1423.00
MSTRG.3871	transcript11779	20.00	18.00	28.00	8.00	11.00	17.00
MSTRG.3872	transcript11780	1094.00	815.00	1060.00	475.00	365.00	458.00
MSTRG.3873	transcript11782	885.00	536.00	951.00	975.00	841.00	1058.00
MSTRG.3874	transcript11786,transcript11787	171.00	148.00	216.00	121.00	139.00	127.00
MSTRG.3875	transcript11791	61.00	104.00	1169.00	2.00	0.00	6.00
MSTRG.3876	transcript11793	608.00	290.00	662.00	18.00	8.00	20.00
MSTRG.3877	transcript11794	102.00	100.00	155.00	102.00	86.00	104.00
MSTRG.3878	transcript11798	496.00	460.00	577.00	289.00	315.00	413.00
