GO_term n
GO:0005515      27
GO:0005634      18
GO:0005886      13
GO:0003677      12
GO:0006355      11
GO:0008270      10
GO:0016020      10
GO:0005524      9
GO:0005737      9
GO:0003676      8
GO:0005829      7
GO:0003723      6
GO:0016491      6
GO:0046983      6
GO:0004672      5
GO:0006468      5
GO:0007166      5
GO:0016887      5
GO:0003700      4
GO:0005885      4
GO:0006508      4
GO:0015629      4
GO:0030041      4
GO:0030247      4
GO:0034314      4
GO:0051015      4
GO:0003729      3
GO:0003735      3
GO:0004674      3
GO:0004739      3
GO:0004842      3
GO:0005509      3
GO:0005739      3
GO:0005840      3
GO:0006086      3
GO:0006334      3
GO:0006357      3
GO:0006412      3
GO:0008757      3
GO:0009507      3
GO:0016567      3
GO:0000118      2
GO:0000213      2
GO:0000398      2
GO:0000463      2
GO:0000785      2
GO:0000786      2
GO:0000976      2
GO:0000977      2
GO:0003690      2
GO:0003712      2
GO:0005730      2
GO:0005768      2
GO:0005783      2
GO:0005802      2
GO:0006298      2
GO:0006388      2
GO:0006886      2
GO:0006952      2
GO:0008168      2
GO:0008234      2
GO:0009055      2
GO:0010265      2
GO:0016558      2
GO:0016624      2
GO:0016651      2
GO:0019888      2
GO:0022627      2
GO:0030261      2
GO:0030527      2
GO:0031492      2
GO:0032196      2
GO:0043231      2
GO:0045910      2
GO:0046982      2
GO:0000027      1
GO:0000028      1
GO:0000076      1
GO:0000122      1
GO:0000159      1
GO:0000214      1
GO:0000278      1
GO:0000379      1
GO:0000470      1
GO:0000492      1
GO:0000712      1
GO:0000724      1
GO:0000819      1
GO:0000981      1
GO:0003691      1
GO:0003714      1
GO:0003747      1
GO:0003918      1
GO:0004029      1
GO:0004129      1
GO:0004222      1
GO:0004350      1
GO:0004467      1
GO:0004519      1
GO:0004553      1
GO:0005053      1
GO:0005215      1
GO:0005319      1
GO:0005667      1
GO:0005684      1
GO:0005751      1
GO:0005778      1
GO:0005782      1
GO:0005794      1
GO:0005975      1
GO:0006081      1
GO:0006123      1
GO:0006272      1
GO:0006275      1
GO:0006396      1
GO:0006400      1
GO:0006415      1
GO:0006457      1
GO:0006470      1
GO:0006561      1
GO:0006606      1
GO:0006869      1
GO:0006888      1
GO:0006890      1
GO:0006891      1
GO:0006974      1
GO:0007005      1
GO:0008033      1
GO:0008235      1
GO:0008821      1
GO:0009060      1
GO:0009535      1
GO:0009725      1
GO:0010181      1
GO:0010215      1
GO:0010499      1
GO:0015078      1
GO:0015918      1
GO:0015986      1
GO:0015990      1
GO:0016192      1
GO:0016226      1
GO:0016279      1
GO:0016301      1
GO:0016504      1
GO:0016554      1
GO:0016592      1
GO:0016620      1
GO:0016788      1
GO:0017108      1
GO:0019843      1
GO:0019985      1
GO:0020037      1
GO:0030117      1
GO:0030126      1
GO:0030174      1
GO:0030289      1
GO:0030337      1
GO:0030490      1
GO:0030544      1
GO:0031071      1
GO:0031490      1
GO:0032300      1
GO:0032389      1
GO:0032454      1
GO:0032934      1
GO:0033186      1
GO:0033260      1
GO:0033557      1
GO:0033897      1
GO:0042626      1
GO:0042800      1
GO:0043248      1
GO:0043484      1
GO:0043531      1
GO:0043626      1
GO:0045893      1
GO:0045944      1
GO:0046872      1
GO:0046912      1
GO:0048038      1
GO:0048188      1
GO:0048254      1
GO:0048544      1
GO:0051087      1
GO:0051131      1
GO:0051287      1
GO:0051603      1
GO:0051726      1
GO:0051879      1
GO:0052324      1
GO:0055085      1
GO:0061608      1
GO:0070182      1
GO:0070274      1
GO:0070577      1
GO:0070628      1
GO:0070761      1
GO:0071163      1
GO:0080043      1
GO:0080044      1
GO:0080156      1
GO:0098542      1
GO:0140359      1
GO:0140664      1
GO:1903189      1
