GO_term n
GO:0005886      12
GO:0005515      11
GO:0005634      11
GO:0003676      6
GO:0003677      6
GO:0005524      5
GO:0008270      5
GO:0016020      5
GO:0016491      5
GO:0004672      4
GO:0005737      4
GO:0006468      4
GO:0030247      4
GO:0003723      3
GO:0004674      3
GO:0005509      3
GO:0005829      3
GO:0006334      3
GO:0006355      3
GO:0007166      3
GO:0000213      2
GO:0000786      2
GO:0000976      2
GO:0000977      2
GO:0003735      2
GO:0004842      2
GO:0005768      2
GO:0005802      2
GO:0005840      2
GO:0006388      2
GO:0006412      2
GO:0006508      2
GO:0006886      2
GO:0008168      2
GO:0009055      2
GO:0016567      2
GO:0016651      2
GO:0016887      2
GO:0030527      2
GO:0046982      2
GO:0046983      2
GO:0000028      1
GO:0000214      1
GO:0000379      1
GO:0000981      1
GO:0003690      1
GO:0003691      1
GO:0003700      1
GO:0004029      1
GO:0004222      1
GO:0004519      1
GO:0004739      1
GO:0005319      1
GO:0005667      1
GO:0005783      1
GO:0005794      1
GO:0006081      1
GO:0006086      1
GO:0006357      1
GO:0006457      1
GO:0006606      1
GO:0006869      1
GO:0006888      1
GO:0006890      1
GO:0006891      1
GO:0006952      1
GO:0008033      1
GO:0008234      1
GO:0009535      1
GO:0009725      1
GO:0010181      1
GO:0010499      1
GO:0016192      1
GO:0016504      1
GO:0016620      1
GO:0016624      1
GO:0022627      1
GO:0030117      1
GO:0030126      1
GO:0030261      1
GO:0030490      1
GO:0030544      1
GO:0031492      1
GO:0032196      1
GO:0033186      1
GO:0033260      1
GO:0033897      1
GO:0042626      1
GO:0043231      1
GO:0045893      1
GO:0045910      1
GO:0045944      1
GO:0048038      1
GO:0048544      1
GO:0051087      1
GO:0051131      1
GO:0051287      1
GO:0051603      1
GO:0051726      1
GO:0051879      1
GO:0055085      1
GO:0061608      1
GO:0070577      1
GO:0070628      1
GO:0080043      1
GO:0080044      1
GO:0140359      1
